Day,Month,Year,Content ID,Reaction Type,Content Type,Category,Sentiment,Score
Fri,Oct,2020,cc253c91-6df6-4de5-ab4e-6d1127620fd6,hate,photo,science,negative,5
Thu,Nov,2020,cc253c91-6df6-4de5-ab4e-6d1127620fd6,hate,photo,science,negative,5
Sun,Dec,2020,327dd631-2d6b-4acb-b0a7-804cda5009b2,hate,photo,cooking,negative,5
Fri,Dec,2020,0c6e8e2a-7692-4490-b545-f76b0d06697a,hate,photo,animals,negative,5
Thu,Apr,2021,0c6e8e2a-7692-4490-b545-f76b0d06697a,hate,photo,animals,negative,5
Fri,Sep,2020,9476189c-8342-489e-985c-81de9320f527,hate,audio,soccer,negative,5
Fri,Oct,2020,9476189c-8342-489e-985c-81de9320f527,hate,audio,soccer,negative,5
Sun,Aug,2020,51577f6a-e29e-4ed2-93eb-e7bd4eda800a,hate,photo,dogs,negative,5
Fri,Jun,2020,140a5163-66d8-4a11-8d4e-a670483bb852,hate,photo,science,negative,5
Thu,May,2021,9c55917b-055c-4ae0-b044-cce9fb89bfa9,hate,video,soccer,negative,5
Sun,Jan,2021,9c55917b-055c-4ae0-b044-cce9fb89bfa9,hate,video,soccer,negative,5
Tue,Mar,2021,efda0319-e547-484a-84b5-c5041a57502c,hate,photo,dogs,negative,5
Mon,Apr,2021,efda0319-e547-484a-84b5-c5041a57502c,hate,photo,dogs,negative,5
Sun,Nov,2020,efda0319-e547-484a-84b5-c5041a57502c,hate,photo,dogs,negative,5
Tue,Sep,2020,520450a4-c852-4a4e-9383-30657dd07533,hate,photo,public speaking,negative,5
Sun,Sep,2020,520450a4-c852-4a4e-9383-30657dd07533,hate,photo,public speaking,negative,5
Mon,Mar,2021,520450a4-c852-4a4e-9383-30657dd07533,hate,photo,public speaking,negative,5
Tue,Sep,2020,15dc9c91-11a7-45d6-ba68-107e6d4dcf7b,hate,audio,travel,negative,5
Fri,Jun,2020,c2fbcf27-369b-4385-925a-ca2eca1403c1,hate,audio,culture,negative,5
Wed,Jun,2020,c2fbcf27-369b-4385-925a-ca2eca1403c1,hate,audio,culture,negative,5
Thu,Jul,2020,c2fbcf27-369b-4385-925a-ca2eca1403c1,hate,audio,culture,negative,5
Mon,Jan,2021,10683ab8-914b-43ae-ad2d-b2fd6a48dc33,hate,audio,soccer,negative,5
Sun,Nov,2020,10683ab8-914b-43ae-ad2d-b2fd6a48dc33,hate,audio,soccer,negative,5
Sat,Feb,2021,10683ab8-914b-43ae-ad2d-b2fd6a48dc33,hate,audio,soccer,negative,5
Sat,Nov,2020,10683ab8-914b-43ae-ad2d-b2fd6a48dc33,hate,audio,soccer,negative,5
Fri,Sep,2020,431c5aac-aa89-41e0-99e0-92d237ca9408,hate,GIF,technology,negative,5
Sat,Feb,2021,431c5aac-aa89-41e0-99e0-92d237ca9408,hate,GIF,technology,negative,5
Sat,Aug,2020,d0f8e229-c57e-460c-a08f-59672c606151,hate,GIF,soccer,negative,5
Wed,Jan,2021,d0f8e229-c57e-460c-a08f-59672c606151,hate,GIF,soccer,negative,5
Tue,Dec,2020,6a30164f-28c3-4d10-b928-66585a85cbb5,hate,GIF,soccer,negative,5
Thu,Apr,2021,bead7e6d-0e1f-489d-81b2-d006a67b5b33,hate,GIF,science,negative,5
Thu,Feb,2021,bead7e6d-0e1f-489d-81b2-d006a67b5b33,hate,GIF,science,negative,5
Sun,Aug,2020,bead7e6d-0e1f-489d-81b2-d006a67b5b33,hate,GIF,science,negative,5
Tue,Apr,2021,9c8be342-6cff-4d80-bf94-fd0fd8ccd845,hate,video,dogs,negative,5
Sat,Nov,2020,9c8be342-6cff-4d80-bf94-fd0fd8ccd845,hate,video,dogs,negative,5
Thu,Dec,2020,273cb565-8c43-428e-bd2b-46ae0c2ae046,hate,GIF,animals,negative,5
Thu,Jun,2021,273cb565-8c43-428e-bd2b-46ae0c2ae046,hate,GIF,animals,negative,5
Sat,Feb,2021,273cb565-8c43-428e-bd2b-46ae0c2ae046,hate,GIF,animals,negative,5
Tue,Dec,2020,5b71c62f-2c89-4d19-991f-65fedd0b52fd,hate,video,education,negative,5
Wed,Dec,2020,5b71c62f-2c89-4d19-991f-65fedd0b52fd,hate,video,education,negative,5
Thu,Jul,2020,5b71c62f-2c89-4d19-991f-65fedd0b52fd,hate,video,education,negative,5
Tue,Dec,2020,d624685f-99a7-4aee-902b-283f5cf85ada,hate,photo,studying,negative,5
Sat,Feb,2021,965a00aa-3037-4ea6-b6be-26f6fbee029e,hate,audio,public speaking,negative,5
Sun,Oct,2020,965a00aa-3037-4ea6-b6be-26f6fbee029e,hate,audio,public speaking,negative,5
Fri,Sep,2020,84a81261-6334-4ba5-978d-26a45d28a44f,hate,audio,animals,negative,5
Thu,Dec,2020,595037a5-5e9a-42f6-8f50-a55827dc41ac,hate,video,animals,negative,5
Thu,Feb,2021,22cdf77b-00c8-41c3-ad59-333c3e751e2c,hate,audio,fitness,negative,5
Wed,Jul,2020,22cdf77b-00c8-41c3-ad59-333c3e751e2c,hate,audio,fitness,negative,5
Tue,Jun,2020,22cdf77b-00c8-41c3-ad59-333c3e751e2c,hate,audio,fitness,negative,5
Thu,Feb,2021,28b8c278-a125-4295-98dd-5f8d45c3200b,hate,photo,tennis,negative,5
Sat,Mar,2021,e1792fe6-28e0-49fc-8b01-0e027461d8b5,hate,GIF,technology,negative,5
Sat,Feb,2021,e1792fe6-28e0-49fc-8b01-0e027461d8b5,hate,GIF,technology,negative,5
Sat,Sep,2020,0c91753a-0bb4-4b77-a919-96c2f998ad91,hate,GIF,fitness,negative,5
Mon,Feb,2021,0c91753a-0bb4-4b77-a919-96c2f998ad91,hate,GIF,fitness,negative,5
Tue,Nov,2020,fd0a3090-6b89-4c4e-9192-1aa4db213a3e,hate,GIF,cooking,negative,5
Sun,Dec,2020,9a25d0c6-1134-41d2-abc4-e893c41363bc,hate,video,science,negative,5
Mon,Mar,2021,2f5dd79a-8884-4086-ab6f-00b3bea9d366,hate,photo,cooking,negative,5
Wed,Jul,2020,2f5dd79a-8884-4086-ab6f-00b3bea9d366,hate,photo,cooking,negative,5
Mon,Apr,2021,dfaed54d-123d-46c6-8a86-dd11c30e4ca3,hate,video,fitness,negative,5
Tue,Sep,2020,cbf66fdd-cd86-4517-8081-181e45f13823,hate,photo,science,negative,5
Wed,Jan,2021,18cb1ce7-fb66-4a56-8042-e38c9593ade1,hate,photo,animals,negative,5
Mon,Jun,2021,d0c1d7f4-7735-49a9-ab6b-2cdb2338a609,hate,GIF,travel,negative,5
Thu,Aug,2020,d0c1d7f4-7735-49a9-ab6b-2cdb2338a609,hate,GIF,travel,negative,5
Thu,May,2021,f3e8d168-6fb9-48b9-8347-b35595162c1d,hate,video,soccer,negative,5
Sun,Aug,2020,781383dc-f5ff-4d62-87df-c3557f5eced9,hate,audio,technology,negative,5
Fri,Nov,2020,781383dc-f5ff-4d62-87df-c3557f5eced9,hate,audio,technology,negative,5
Tue,Feb,2021,efffd88f-7ddb-4579-bbf2-e3d248c122b4,hate,video,tennis,negative,5
Tue,May,2021,f9e9544e-16b5-416f-9aec-80a723d1e64c,hate,video,culture,negative,5
Wed,Jul,2020,43830153-4c89-4502-a7f7-bedbc08cf903,hate,audio,fitness,negative,5
Wed,Apr,2021,72167d71-578d-428f-af6d-5a8a92e677af,hate,photo,animals,negative,5
Sun,Sep,2020,72167d71-578d-428f-af6d-5a8a92e677af,hate,photo,animals,negative,5
Fri,Feb,2021,72167d71-578d-428f-af6d-5a8a92e677af,hate,photo,animals,negative,5
Fri,Oct,2020,b0dd04df-83a1-470f-80ad-bb173a5e44bc,hate,photo,cooking,negative,5
Wed,Apr,2021,b0dd04df-83a1-470f-80ad-bb173a5e44bc,hate,photo,cooking,negative,5
Wed,May,2021,b0dd04df-83a1-470f-80ad-bb173a5e44bc,hate,photo,cooking,negative,5
Wed,Mar,2021,5f87a730-589d-48fb-ab94-e69274d7b89e,hate,photo,food,negative,5
Sat,Jul,2020,5f87a730-589d-48fb-ab94-e69274d7b89e,hate,photo,food,negative,5
Wed,Oct,2020,5f87a730-589d-48fb-ab94-e69274d7b89e,hate,photo,food,negative,5
Tue,Sep,2020,e221de96-8536-4782-8281-f9cda62f3c81,hate,photo,food,negative,5
Tue,Oct,2020,e221de96-8536-4782-8281-f9cda62f3c81,hate,photo,food,negative,5
Thu,Jul,2020,74622897-59cb-4cf4-8ffe-3a25aeebc234,hate,GIF,fitness,negative,5
Mon,Mar,2021,1287b5c5-604b-462b-bf77-e64a8e89739e,hate,photo,studying,negative,5
Tue,Apr,2021,1287b5c5-604b-462b-bf77-e64a8e89739e,hate,photo,studying,negative,5
Sat,Apr,2021,1287b5c5-604b-462b-bf77-e64a8e89739e,hate,photo,studying,negative,5
Thu,Oct,2020,1287b5c5-604b-462b-bf77-e64a8e89739e,hate,photo,studying,negative,5
Fri,Jun,2021,1287b5c5-604b-462b-bf77-e64a8e89739e,hate,photo,studying,negative,5
Tue,Sep,2020,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,hate,audio,education,negative,5
Fri,Aug,2020,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,hate,photo,cooking,negative,5
Wed,Mar,2021,27e2cea3-b408-4e66-801b-29fdf7c03b05,hate,photo,travel,negative,5
Mon,Jul,2020,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,hate,audio,technology,negative,5
Thu,Apr,2021,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,hate,audio,technology,negative,5
Thu,Oct,2020,846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,hate,audio,culture,negative,5
Wed,Aug,2020,3fc1f583-ce7e-4cfe-b891-d16976953fda,hate,GIF,science,negative,5
Sun,Feb,2021,5d3d5107-2404-4fb8-a9b6-3c8428492f64,hate,video,studying,negative,5
Mon,Dec,2020,46c69019-89b5-4a13-9b8a-2942ca22837f,hate,video,science,negative,5
Tue,Oct,2020,46c69019-89b5-4a13-9b8a-2942ca22837f,hate,video,science,negative,5
Mon,Mar,2021,46c69019-89b5-4a13-9b8a-2942ca22837f,hate,video,science,negative,5
Sat,Jul,2020,6b2db46f-f733-4b56-af09-0ed7bb232ed4,hate,audio,animals,negative,5
Sat,Feb,2021,6b2db46f-f733-4b56-af09-0ed7bb232ed4,hate,audio,animals,negative,5
Mon,Dec,2020,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,hate,photo,fitness,negative,5
Tue,Jan,2021,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,hate,photo,fitness,negative,5
Thu,Mar,2021,7df4b13f-c41a-4c81-88fb-213a6a96acc5,hate,audio,culture,negative,5
Sat,Apr,2021,7df4b13f-c41a-4c81-88fb-213a6a96acc5,hate,audio,culture,negative,5
Thu,Mar,2021,7df4b13f-c41a-4c81-88fb-213a6a96acc5,hate,audio,culture,negative,5
Sun,Dec,2020,7df4b13f-c41a-4c81-88fb-213a6a96acc5,hate,audio,culture,negative,5
Thu,Jan,2021,7df4b13f-c41a-4c81-88fb-213a6a96acc5,hate,audio,culture,negative,5
Wed,Apr,2021,7df08397-b59a-4973-8c62-fc5d4c36c08a,hate,GIF,veganism,negative,5
Sat,Oct,2020,7df08397-b59a-4973-8c62-fc5d4c36c08a,hate,GIF,veganism,negative,5
Mon,Mar,2021,28fc1e6d-eae9-47de-af11-11ad726b2a88,hate,photo,cooking,negative,5
Thu,Jul,2020,b6f447e5-0a89-468a-8ad2-fd45676170d5,hate,photo,veganism,negative,5
Sat,May,2021,b6f447e5-0a89-468a-8ad2-fd45676170d5,hate,photo,veganism,negative,5
Sat,Jul,2020,b6f447e5-0a89-468a-8ad2-fd45676170d5,hate,photo,veganism,negative,5
Wed,Feb,2021,b6f447e5-0a89-468a-8ad2-fd45676170d5,hate,photo,veganism,negative,5
Wed,Sep,2020,292051b5-b835-4a60-962a-bddf10da82bd,hate,photo,technology,negative,5
Wed,Dec,2020,088e2e43-61a8-475f-a3e6-061f626b0f16,hate,photo,veganism,negative,5
Wed,Aug,2020,088e2e43-61a8-475f-a3e6-061f626b0f16,hate,photo,veganism,negative,5
Fri,Feb,2021,088e2e43-61a8-475f-a3e6-061f626b0f16,hate,photo,veganism,negative,5
Thu,Apr,2021,088e2e43-61a8-475f-a3e6-061f626b0f16,hate,photo,veganism,negative,5
Mon,Jan,2021,088e2e43-61a8-475f-a3e6-061f626b0f16,hate,photo,veganism,negative,5
Tue,Mar,2021,bb6c0257-5d4d-4bb8-be58-4bd7ebd9c337,hate,video,animals,negative,5
Fri,May,2021,bb6c0257-5d4d-4bb8-be58-4bd7ebd9c337,hate,video,animals,negative,5
Sat,Jan,2021,bb6c0257-5d4d-4bb8-be58-4bd7ebd9c337,hate,video,animals,negative,5
Thu,Jul,2020,02664d35-87cf-46a6-a80b-78fbc9ac8b2f,hate,GIF,science,negative,5
Mon,Oct,2020,02664d35-87cf-46a6-a80b-78fbc9ac8b2f,hate,GIF,science,negative,5
Fri,Feb,2021,02664d35-87cf-46a6-a80b-78fbc9ac8b2f,hate,GIF,science,negative,5
Wed,Apr,2021,e0cb0394-c5b2-447a-a9f4-88604a3ec283,hate,audio,public speaking,negative,5
Tue,Sep,2020,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,hate,audio,education,negative,5
Wed,Apr,2021,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,hate,audio,education,negative,5
Tue,Nov,2020,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,hate,audio,education,negative,5
Tue,Jan,2021,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,hate,audio,education,negative,5
Sat,Oct,2020,e17bade2-3175-49eb-92f4-7f2eac74147a,hate,GIF,soccer,negative,5
Thu,Jun,2020,e17bade2-3175-49eb-92f4-7f2eac74147a,hate,GIF,soccer,negative,5
Sun,May,2021,9c6b0084-60ba-4e88-a0c7-ba0f61ec2c11,hate,audio,cooking,negative,5
Tue,Sep,2020,ef1ed168-7433-4233-ade8-95070d70a382,hate,audio,travel,negative,5
Sun,Mar,2021,45630f5a-78c1-46a1-bdc7-79cd11bb3c13,hate,photo,travel,negative,5
Fri,Oct,2020,79818849-98f9-4b6b-9be8-4ed4c1ad59a5,hate,GIF,fitness,negative,5
Mon,Sep,2020,79818849-98f9-4b6b-9be8-4ed4c1ad59a5,hate,GIF,fitness,negative,5
Wed,Aug,2020,79818849-98f9-4b6b-9be8-4ed4c1ad59a5,hate,GIF,fitness,negative,5
Sun,Jul,2020,475541da-3402-4d0e-9df5-0da198f8fc9c,hate,video,culture,negative,5
Sun,Jul,2020,475541da-3402-4d0e-9df5-0da198f8fc9c,hate,video,culture,negative,5
Thu,Sep,2020,dc1d4628-4edc-47c2-8da7-0b3d16ef5ddf,hate,video,technology,negative,5
Mon,Sep,2020,dc1d4628-4edc-47c2-8da7-0b3d16ef5ddf,hate,video,technology,negative,5
Mon,Nov,2020,dc1d4628-4edc-47c2-8da7-0b3d16ef5ddf,hate,video,technology,negative,5
Thu,Sep,2020,dc1d4628-4edc-47c2-8da7-0b3d16ef5ddf,hate,video,technology,negative,5
Wed,Mar,2021,df06cdab-afc8-4965-9b10-c270b0cafedf,hate,photo,animals,negative,5
Mon,Dec,2020,df06cdab-afc8-4965-9b10-c270b0cafedf,hate,photo,animals,negative,5
Thu,Dec,2020,df06cdab-afc8-4965-9b10-c270b0cafedf,hate,photo,animals,negative,5
Sun,Sep,2020,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,hate,photo,education,negative,5
Thu,Aug,2020,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,hate,photo,education,negative,5
Wed,May,2021,59523d44-6113-46a5-a85b-38de2ce7bfa1,hate,photo,travel,negative,5
Sat,Aug,2020,59523d44-6113-46a5-a85b-38de2ce7bfa1,hate,photo,travel,negative,5
Sun,Feb,2021,e6c8f317-c8a9-4b1d-941a-4cd5420a138b,hate,GIF,science,negative,5
Fri,Sep,2020,9c066976-30e0-405e-9973-5c4342271a70,hate,audio,tennis,negative,5
Sat,Oct,2020,1934a201-0590-41af-bf40-5ddd6254d744,hate,photo,education,negative,5
Mon,Mar,2021,1934a201-0590-41af-bf40-5ddd6254d744,hate,photo,education,negative,5
Thu,May,2021,1934a201-0590-41af-bf40-5ddd6254d744,hate,photo,education,negative,5
Fri,Nov,2020,2297a93f-370d-47e7-8df3-3d464b3a0c0a,hate,video,healthy eating,negative,5
Thu,Jul,2020,25290b06-ca05-43eb-8e54-e345a41ddba7,hate,photo,education,negative,5
Fri,Jul,2020,25290b06-ca05-43eb-8e54-e345a41ddba7,hate,photo,education,negative,5
Thu,Feb,2021,0411a1da-97e1-44b6-945d-06b4682ba802,hate,audio,technology,negative,5
Wed,Apr,2021,0411a1da-97e1-44b6-945d-06b4682ba802,hate,audio,technology,negative,5
Fri,Oct,2020,ef802d01-6269-4d21-9159-f1386c75e789,hate,photo,technology,negative,5
Fri,Jan,2021,ee18c383-1e7a-4507-9e78-1061da09143a,hate,audio,education,negative,5
Sun,May,2021,ee18c383-1e7a-4507-9e78-1061da09143a,hate,audio,education,negative,5
Thu,Feb,2021,ee0988ef-8656-4a63-9515-a2533b772636,hate,video,travel,negative,5
Wed,Nov,2020,8526d7cd-bf33-4bf4-aa07-2c25c610cc74,hate,audio,dogs,negative,5
Sun,Jun,2020,df2214cb-61f3-4744-86a8-7c01e501bc27,hate,audio,cooking,negative,5
Mon,Sep,2020,b15792cb-995f-473e-8372-5cbe88eb059b,hate,photo,travel,negative,5
Mon,Nov,2020,b15792cb-995f-473e-8372-5cbe88eb059b,hate,photo,travel,negative,5
Fri,Sep,2020,b15792cb-995f-473e-8372-5cbe88eb059b,hate,photo,travel,negative,5
Wed,Sep,2020,b15792cb-995f-473e-8372-5cbe88eb059b,hate,photo,travel,negative,5
Mon,Jul,2020,881d8944-8eeb-4439-b40c-9396a1e31f20,hate,photo,science,negative,5
Wed,Dec,2020,4b2d0fff-3b4f-43ca-a7df-c430479cb9ba,hate,video,soccer,negative,5
Wed,Aug,2020,fea8d77c-fd0b-4678-868f-fbae567642f3,hate,GIF,science,negative,5
Fri,Jan,2021,8945e374-9170-4799-b6b0-78fd9d5821a6,hate,video,studying,negative,5
Fri,Sep,2020,8945e374-9170-4799-b6b0-78fd9d5821a6,hate,video,studying,negative,5
Tue,Jun,2021,b0782637-2604-40f7-8fc6-5e7d9ffd2255,hate,video,cooking,negative,5
Sat,Oct,2020,b0782637-2604-40f7-8fc6-5e7d9ffd2255,hate,video,cooking,negative,5
Thu,Oct,2020,b0782637-2604-40f7-8fc6-5e7d9ffd2255,hate,video,cooking,negative,5
Fri,Oct,2020,55f46794-426f-441b-bb60-53b5e6beebc5,hate,photo,food,negative,5
Thu,Oct,2020,e61a1b04-17e4-4918-a637-ebfc59783ad0,hate,audio,fitness,negative,5
Sat,Dec,2020,e61a1b04-17e4-4918-a637-ebfc59783ad0,hate,audio,fitness,negative,5
Mon,Sep,2020,e61a1b04-17e4-4918-a637-ebfc59783ad0,hate,audio,fitness,negative,5
Fri,Jul,2020,e61a1b04-17e4-4918-a637-ebfc59783ad0,hate,audio,fitness,negative,5
Thu,Aug,2020,343362dd-20e1-4b98-ad23-e3d8d497f98e,hate,video,travel,negative,5
Tue,Jun,2021,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,hate,photo,veganism,negative,5
Wed,Jul,2020,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,hate,photo,veganism,negative,5
Fri,Apr,2021,845fe8d4-bffc-485f-ae96-fd8fe9ea013d,hate,audio,education,negative,5
Thu,Mar,2021,4c1ae4ba-078a-4720-aff0-817c7d549387,hate,video,cooking,negative,5
Sun,Nov,2020,4c1ae4ba-078a-4720-aff0-817c7d549387,hate,video,cooking,negative,5
Fri,Oct,2020,4c1ae4ba-078a-4720-aff0-817c7d549387,hate,video,cooking,negative,5
Tue,Jan,2021,964173f3-7019-4758-9ab9-df71585aa965,hate,audio,veganism,negative,5
Sun,Feb,2021,964a54b7-7dc7-40b0-bd94-9898b670f9cd,hate,photo,science,negative,5
Mon,Mar,2021,37331f8d-4fc5-42f6-a367-e59ccde67c45,hate,audio,soccer,negative,5
Thu,Dec,2020,37331f8d-4fc5-42f6-a367-e59ccde67c45,hate,audio,soccer,negative,5
Sat,May,2021,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,hate,photo,tennis,negative,5
Wed,Jan,2021,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,hate,photo,tennis,negative,5
Wed,Nov,2020,80bf3ac3-e94e-44cf-81ef-345a8326802c,hate,photo,veganism,negative,5
Thu,Oct,2020,80bf3ac3-e94e-44cf-81ef-345a8326802c,hate,photo,veganism,negative,5
Fri,Feb,2021,6f48fe2b-7c20-4065-8ae9-7bea61275dc7,hate,GIF,science,negative,5
Mon,May,2021,e1eca98c-c5fd-4fe4-825f-2d36e8bd56f1,hate,audio,veganism,negative,5
Tue,Sep,2020,e1eca98c-c5fd-4fe4-825f-2d36e8bd56f1,hate,audio,veganism,negative,5
Thu,Jul,2020,e1eca98c-c5fd-4fe4-825f-2d36e8bd56f1,hate,audio,veganism,negative,5
Thu,Apr,2021,e1eca98c-c5fd-4fe4-825f-2d36e8bd56f1,hate,audio,veganism,negative,5
Tue,Oct,2020,e1eca98c-c5fd-4fe4-825f-2d36e8bd56f1,hate,audio,veganism,negative,5
Sat,Aug,2020,e1eca98c-c5fd-4fe4-825f-2d36e8bd56f1,hate,audio,veganism,negative,5
Wed,Sep,2020,ee631766-3818-4de6-897f-2355542b58e7,hate,GIF,public speaking,negative,5
Sat,Sep,2020,0ac85d23-c8ba-49ed-bec1-493b960a88c0,hate,photo,science,negative,5
Thu,Jun,2020,ef619e47-1e88-4e0f-8d91-590cd9ecc137,hate,photo,animals,negative,5
Thu,Apr,2021,f65dbde9-c8dc-4851-927e-964fa2e0908a,hate,video,education,negative,5
Mon,Jan,2021,5bf45fd3-6b4b-400c-a126-31b8576e1d70,hate,video,tennis,negative,5
Sun,Apr,2021,8123c0ac-30b0-4a20-bebe-864b3a6b9e9a,hate,GIF,soccer,negative,5
Mon,Aug,2020,8123c0ac-30b0-4a20-bebe-864b3a6b9e9a,hate,GIF,soccer,negative,5
Fri,May,2021,724b9f31-8bdc-4152-b93f-4d3e457201ef,hate,audio,animals,negative,5
Tue,Aug,2020,724b9f31-8bdc-4152-b93f-4d3e457201ef,hate,audio,animals,negative,5
Tue,Oct,2020,724b9f31-8bdc-4152-b93f-4d3e457201ef,hate,audio,animals,negative,5
Thu,Jul,2020,6aa06c00-d796-43c3-816d-70f21fe58f80,hate,audio,science,negative,5
Sat,Jun,2021,3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b,hate,GIF,tennis,negative,5
Wed,Dec,2020,3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b,hate,GIF,tennis,negative,5
Wed,Feb,2021,96ece45a-89e4-4cf8-b216-c860bf8e158e,hate,photo,food,negative,5
Sun,Nov,2020,96ece45a-89e4-4cf8-b216-c860bf8e158e,hate,photo,food,negative,5
Mon,Aug,2020,96ece45a-89e4-4cf8-b216-c860bf8e158e,hate,photo,food,negative,5
Sat,Dec,2020,5efb3710-c34d-4dc4-84dd-31cd8c5d9c30,hate,audio,animals,negative,5
Tue,Jul,2020,5efb3710-c34d-4dc4-84dd-31cd8c5d9c30,hate,audio,animals,negative,5
Wed,Jan,2021,6912f8e6-86b7-44f6-8aa8-c21c2ed0b53c,hate,GIF,food,negative,5
Wed,Jun,2021,6912f8e6-86b7-44f6-8aa8-c21c2ed0b53c,hate,GIF,food,negative,5
Fri,Aug,2020,6912f8e6-86b7-44f6-8aa8-c21c2ed0b53c,hate,GIF,food,negative,5
Mon,Aug,2020,4dd4da35-453e-466d-95ca-b1a7710fac1f,hate,GIF,technology,negative,5
Sun,Jan,2021,4dd4da35-453e-466d-95ca-b1a7710fac1f,hate,GIF,technology,negative,5
Fri,Jul,2020,4dd4da35-453e-466d-95ca-b1a7710fac1f,hate,GIF,technology,negative,5
Mon,Jan,2021,f47074e8-5189-44ac-82f8-4309d63650b4,hate,audio,culture,negative,5
Tue,Mar,2021,15e13281-8bd0-4f40-a0fa-44749cf32378,hate,video,dogs,negative,5
Mon,Oct,2020,1bbfe52f-37e2-4874-8422-161a60b331e1,hate,GIF,culture,negative,5
Wed,Sep,2020,94f8ffbb-d888-4713-8cdd-ea57466d88b2,hate,video,science,negative,5
Fri,Sep,2020,94f8ffbb-d888-4713-8cdd-ea57466d88b2,hate,video,science,negative,5
Mon,Aug,2020,6e71ed3d-3fba-4bd1-8de7-2798dec6431e,hate,audio,studying,negative,5
Tue,Nov,2020,b38723f3-878c-4308-b173-14f03639d9b8,hate,video,travel,negative,5
Sun,Apr,2021,942c5154-791e-47c0-bfad-264a3d6296eb,hate,audio,animals,negative,5
Sun,Apr,2021,e1eb9e92-2e08-48b0-8be7-a2a98048aa08,hate,video,public speaking,negative,5
Sat,Feb,2021,e1eb9e92-2e08-48b0-8be7-a2a98048aa08,hate,video,public speaking,negative,5
Fri,Jun,2021,44eab5ca-b4a4-46c4-977d-197a78551861,hate,audio,technology,negative,5
Fri,Nov,2020,a739e02a-5d83-4e0e-b306-740652cf700a,hate,video,science,negative,5
Thu,Oct,2020,a739e02a-5d83-4e0e-b306-740652cf700a,hate,video,science,negative,5
Tue,Jun,2021,a739e02a-5d83-4e0e-b306-740652cf700a,hate,video,science,negative,5
Tue,Dec,2020,a739e02a-5d83-4e0e-b306-740652cf700a,hate,video,science,negative,5
Mon,Jan,2021,7cace87f-53ff-40c0-99f5-abbc5b8f86d6,hate,GIF,cooking,negative,5
Tue,Jun,2020,7cace87f-53ff-40c0-99f5-abbc5b8f86d6,hate,GIF,cooking,negative,5
Sat,Jul,2020,7cace87f-53ff-40c0-99f5-abbc5b8f86d6,hate,GIF,cooking,negative,5
Tue,Oct,2020,8b1bfacc-00fd-4f6e-b647-6ecfe2b7ce69,hate,photo,science,negative,5
Mon,Feb,2021,8b1bfacc-00fd-4f6e-b647-6ecfe2b7ce69,hate,photo,science,negative,5
Sat,Dec,2020,8b1bfacc-00fd-4f6e-b647-6ecfe2b7ce69,hate,photo,science,negative,5
Wed,Jul,2020,8b1bfacc-00fd-4f6e-b647-6ecfe2b7ce69,hate,photo,science,negative,5
Sun,Jul,2020,25c36533-1de5-4d82-879b-86180503cf8d,hate,photo,travel,negative,5
Mon,Jan,2021,c9b2829f-278c-4acd-a895-cf0bd337d36f,hate,video,fitness,negative,5
Thu,Feb,2021,c9b2829f-278c-4acd-a895-cf0bd337d36f,hate,video,fitness,negative,5
Mon,Mar,2021,a861f7e7-b2f5-4d86-966c-7503c8faaeca,hate,GIF,animals,negative,5
Sun,Dec,2020,a861f7e7-b2f5-4d86-966c-7503c8faaeca,hate,GIF,animals,negative,5
Sun,Sep,2020,56b0b1ab-a07c-4379-b699-80ccc8689c85,hate,video,culture,negative,5
Sun,Oct,2020,56b0b1ab-a07c-4379-b699-80ccc8689c85,hate,video,culture,negative,5
Thu,Mar,2021,6c8d057d-756a-41dd-afef-bf73adffbdf4,hate,audio,food,negative,5
Thu,Jan,2021,6c8d057d-756a-41dd-afef-bf73adffbdf4,hate,audio,food,negative,5
Tue,Dec,2020,6c8d057d-756a-41dd-afef-bf73adffbdf4,hate,audio,food,negative,5
Wed,Aug,2020,6c8d057d-756a-41dd-afef-bf73adffbdf4,hate,audio,food,negative,5
Mon,Apr,2021,59f7eb93-7ffc-4627-98a6-9ecaa5e35206,hate,GIF,cooking,negative,5
Mon,Mar,2021,990f1598-4dbb-403c-a5b2-48de2c30b1ca,hate,audio,food,negative,5
Sun,Jul,2020,990f1598-4dbb-403c-a5b2-48de2c30b1ca,hate,audio,food,negative,5
